Aktueller Finger,timestamp_ms,sensor_0,sensor_1,sensor_2,sensor_3
0,112926,-0.3649331033229828,0.7835610508918762,1.4886025190353394,0.4631546139717102
0,112929,-0.6290697455406189,-1.2637512683868408,-0.9516261219978333,-10.27584457397461
0,112930,0.030330156907439232,-1.314871907234192,-0.29214873909950256,1.6830369234085083
0,112933,0.23508472740650177,1.8087712526321411,0.3765556514263153,18.65911102294922
0,112934,1.6347262859344482,0.5996648669242859,-1.8669333457946777,-4.486898899078369
0,112937,-0.4333977699279785,0.6804153919219971,1.061356782913208,-15.43317985534668
0,112938,-1.655413269996643,-0.7453012466430664,1.2451722621917725,0.9573084712028503
0,112941,1.4959956407546997,-0.9546079039573669,-0.28732603788375854,11.502874374389648
0,112942,0.02964252047240734,1.2239164113998413,0.2509842813014984,1.1466953754425049
0,112945,-1.1022940874099731,-0.3019379675388336,-0.820193350315094,-10.291468620300293
0,112946,0.20815123617649078,0.014354325830936432,0.6983405947685242,0.7987976670265198
0,112949,0.4845508635044098,0.06293050199747086,0.42817041277885437,-0.13557320833206177
0,112950,0.37513574957847595,-0.7295440435409546,-2.011953115463257,-0.837158203125
0,112953,-0.7714079022407532,1.0429514646530151,-0.2943682372570038,7.96926736831665
0,112955,0.19744256138801575,0.7814435362815857,0.4922376275062561,-0.46699196100234985
0,112958,0.020048515871167183,-1.7632135152816772,0.008059008046984673,-2.71262264251709
0,112958,-0.9839944839477539,-1.24333918094635,-0.10865003615617752,-0.31600186228752136
0,112961,0.8985453248023987,1.8403582572937012,0.8690782785415649,0.9267242550849915
0,112962,1.2108796834945679,0.8045691847801208,0.8310282826423645,2.5141329765319824
0,112965,-0.5116546750068665,-0.47961196303367615,0.08606355637311935,-3.6474170684814453
0,112966,-0.7769198417663574,0.33000653982162476,-0.3909304738044739,-5.621044158935547
0,112969,0.5195770263671875,0.08488519489765167,-0.6095313429832458,1.853021502494812
0,112970,0.46313947439193726,-0.3185107409954071,0.45864206552505493,5.6258955001831055
0,112973,-0.4726964831352234,0.47983038425445557,0.3759707808494568,1.947527289390564
0,113228,0.18362703919410706,1.0490672588348389,0.88946932554245,-1.285375714302063
0,113231,-0.612272322177887,-2.7389321327209473,-0.7643771767616272,3.313100814819336
0,113232,0.09647706896066666,-2.5410706996917725,-2.9941368103027344,-4.680150032043457
0,113235,0.9559114575386047,3.0990962982177734,1.0017592906951904,-13.148346900939941
0,113236,-1.573372721672058,1.4855201244354248,2.899160861968994,7.450141429901123
0,113239,0.20713379979133606,-1.587469220161438,-2.1201844215393066,7.444211483001709
0,113240,1.5273311138153076,0.8095539212226868,-0.8101493120193481,-3.2543764114379883
0,114766,-1.1007094383239746,0.3544836640357971,2.4628798961639404,1.4490163326263428
0,114766,-1.127315878868103,-1.2937109470367432,-1.180048942565918,0.260003000497818
